Year,Month,ClimateRegionIndex,SpeciesName,CohortAge,CohortWoodBiomass,CohortLeafBiomass,CohortBiomass,MortalityAGEwoodBiomass,MortalityAGEleafBiomass,MortalityTHINwoodBiomass,MortalityTHINleafBiomass,BaseLAI,SeaonalAdjustLAI,ActualLAI,SiteLAI,TreeLAI,GrowthLimitLAI,GrowthLimitSoilWater,GrowthLimitT,GrowthLimitN,GrowthLimitLAIcompetition,MaximumANPP,ActualWoodANPP,ActualLeafANPP,DeltaWood,DeltaLeaf,CohortMaximumBiomass,TotalSiteBiomass,AvailableWater,SoilTemperature,MineralNalloc,ResorbedNalloc,MineralNconsumed,ResorbedNconsumed,TotalNDemand,
10, 4, 1, QUAL, 17, 1840.9, 0, 1840.9, 0, 0, 5.531, 0, 1.5, 0, 1, 1, 1, 0.37, 0.05, 0.89, 1, 0.87, 380, 4.482, 1.1204, -1.049, 1.1204, 37000, 1840, 1.2, 16.4, 1.378, 1.318, 0, 0.07, 0.07, 
10, 5, 1, QUAL, 17, 1839.8, 1.1, 1840.9, 0, 0, 5.521, 0, 1.5, 0.38, 1, 1, 1, 0.37, 0.01, 0.96, 1, 0.87, 380, 0.946, 0.2366, -4.575, 0.2366, 37000, 1840, 1.4, 20.1, 1.573, 1.249, 0, 0.015, 0.015, 
10, 6, 1, QUAL, 18, 1835.2, 1.4, 1836.6, 0, 0, 5.508, 0, 1.5, 0.44, 1, 1, 1, 0.37, 0.01, 1, 1, 0.87, 380, 0.99, 0.2475, -4.518, 0.2475, 37000, 1836, 0.3, 25.6, 1.752, 1.234, 0, 0.015, 0.015, 
10, 7, 1, QUAL, 18, 1830.7, 1.6, 1832.3, 0, 0, 5.494, 0, 1.5, 0.49, 1, 1, 1, 0.37, 0.01, 0.99, 1, 0.87, 380, 0.98, 0.2451, -4.514, 0.2451, 37000, 1832, 1.5, 26.9, 1.935, 0, 0.015, 0, 0.015, 
10, 8, 1, QUAL, 18, 1826.2, 1.8, 1828.1, 0, 0, 5.48, 0, 1.5, 0.54, 1, 1, 1, 0.37, 0.01, 1, 1, 0.87, 380, 0.987, 0.2467, -4.494, 0.2467, 37000, 1828, 1.4, 26.2, 2.083, 0, 0.015, 0, 0.015, 
10, 9, 1, QUAL, 18, 1821.7, 2.1, 1823.8, 0, 0, 5.65, 0, 1.5, 0.59, 1, 1, 1, 0.37, 1, 0.98, 1, 0.87, 380, 97.326, 24.3315, 91.676, 24.3315, 37000, 1823, 7.2, 22.1, 2.242, 0, 1.519, 0, 1.519, 
10, 10, 1, QUAL, 18, 1913.4, 26.4, 1939.8, 0, 0, 5.808, 26.4278, 1.6, 1, 1.6, 1.6, 1.6, 0.52, 0.33, 0.8, 1, 0.8, 380, 33.322, 8.3305, 27.514, -18.0973, 37000, 1939, 1.2, 12.2, 1.084, 0, 0.52, 0, 0.52, 
10, 11, 1, QUAL, 18, 1940.9, 8.3, 1949.2, 0, 0, 5.997, 8.33049, 1.6, 0.97, 1.5, 1.5, 1.5, 0.51, 1, 0.77, 0.88, 0.81, 380, 85.049, 21.2623, 79.052, 12.9318, 37000, 1949, 5.7, 10.9, 0.833, 0.495, 0, 0, 1.328, 
10, 12, 1, QUAL, 18, 2020, 21.3, 2041.2, 0, 0, 6.06, 21.26226, 1.6, 1, 0, 0, 0, 0, 1, 0.67, 1, 1, 380, 0, 0, -6.06, -21.2623, 37000, 2041, 8.2, 6.4, 0.394, 0.651, 0, 0, 0, 
10, 1, 1, QUAL, 18, 2013.9, 0, 2013.9, 0, 0, 6.042, 0, 1.6, 0, 0, 0, 0, 0, 1, 0.6, 1, 1, 380, 0, 0, -6.042, 0, 37000, 2013, 7, 3.4, 0.674, 1.05, 0, 0, 0, 
10, 2, 1, QUAL, 18, 2007.9, 0, 2007.9, 0, 0, 6.024, 0, 1.6, 0, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -6.024, 0, 37000, 2007, 10.2, 4.8, 0.926, 1.05, 0, 0, 0, 
10, 3, 1, QUAL, 18, 2001.8, 0, 2001.8, 0, 0, 6.005, 0, 1.6, 0, 0, 0, 0, 0, 1, 0.74, 1, 1, 380, 0, 0, -6.006, 0, 37000, 2001, 16.4, 9.7, 1.162, 1.05, 0, 0, 0, 
10, 4, 1, QUAL, 18, 1995.8, 0, 1995.8, 0, 0, 6.161, 0, 1.6, 0, 1, 1, 1, 0.37, 1, 0.83, 1, 0.87, 380, 82.574, 20.6435, 76.413, 20.6435, 37000, 1995, 10.2, 13.9, 1.377, 1.05, 0.239, 1.05, 1.289, 
10, 5, 1, QUAL, 18, 2072.2, 20.6, 2092.9, 0, 0, 6.236, 0, 1.6, 1, 1.6, 1.6, 1.6, 0.54, 0.07, 0.97, 1, 0.8, 380, 8.517, 2.1293, 2.281, 2.1293, 37000, 2092, 2.2, 21.2, 1.379, 0, 0.133, 0, 0.133, 
10, 6, 1, QUAL, 19, 2074.5, 22.8, 2097.3, 0, 0, 6.226, 0, 1.6, 1, 1.6, 1.6, 1.6, 0.54, 0.01, 1, 1, 0.8, 380, 1.297, 0.3244, -4.929, 0.3244, 37000, 2097, 2.2, 24.6, 1.459, 0, 0.02, 0, 0.02, 
10, 7, 1, QUAL, 19, 2069.6, 23.1, 2092.7, 0, 0, 6.212, 0, 1.6, 1, 1.6, 1.6, 1.6, 0.54, 0.01, 1, 1, 0.8, 380, 1.294, 0.3235, -4.918, 0.3235, 37000, 2092, 2.3, 25.9, 1.639, 0, 0.02, 0, 0.02, 
10, 8, 1, QUAL, 19, 2064.7, 23.4, 2088.1, 0, 0, 6.208, 0, 1.6, 1, 1.6, 1.6, 1.6, 0.54, 0.05, 1, 1, 0.8, 380, 6.542, 1.6354, 0.333, 1.6354, 37000, 2088, 2.8, 26.3, 1.81, 0, 0.102, 0, 0.102, 
10, 9, 1, QUAL, 19, 2065, 25.1, 2090.1, 0, 0, 6.287, 0, 1.6, 1, 1.6, 1.6, 1.6, 0.54, 0.33, 0.96, 1, 0.8, 380, 41.393, 10.3482, 35.106, 10.3482, 37000, 2090, 3.1, 20.7, 1.89, 0, 0.646, 0, 0.646, 
10, 10, 1, QUAL, 19, 2100.1, 35.4, 2135.5, 0, 0, 6.516, 35.40426, 1.7, 1, 1.7, 1.7, 1.7, 0.54, 1, 0.79, 0.93, 0.79, 380, 95.2, 23.8, 88.684, -11.6043, 37000, 2135, 4.2, 11.8, 1.486, 0, 1.486, 0, 1.486, 
10, 11, 1, QUAL, 19, 2188.8, 23.8, 2212.6, 0, 0, 6.732, 23.8, 1.7, 1, 1.7, 1.7, 1.7, 0.55, 1, 0.75, 0.7, 0.79, 380, 69.894, 17.4736, 63.163, -6.3264, 37000, 2212, 7.6, 10.3, 0.428, 0.663, 0, 0, 1.091, 
10, 12, 1, QUAL, 19, 2252, 17.5, 2269.4, 0, 0, 6.756, 17.47362, 1.7, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -6.756, -17.4736, 37000, 2269, 2.9, 5, 0.369, 1.109, 0, 0, 0, 
10, 1, 1, QUAL, 19, 2245.2, 0, 2245.2, 0, 0, 6.736, 0, 1.7, 0, 0, 0, 0, 0, 1, 0.57, 1, 1, 380, 0, 0, -6.736, 0, 37000, 2245, 3.5, 1.6, 0.677, 1.437, 0, 0, 0, 
10, 2, 1, QUAL, 19, 2238.5, 0, 2238.5, 0, 0, 6.715, 0, 1.7, 0, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -6.716, 0, 37000, 2238, 6, 5, 0.96, 1.437, 0, 0, 0, 
10, 3, 1, QUAL, 19, 2231.8, 0, 2231.8, 0, 0, 6.695, 0, 1.7, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -6.695, 0, 37000, 2231, 6.9, 10.5, 1.201, 1.437, 0, 0, 0, 
10, 4, 1, QUAL, 19, 2225.1, 0, 2225.1, 0, 0, 6.874, 0, 1.7, 0, 1, 1, 1, 0.37, 1, 0.84, 1, 0.87, 380, 83.477, 20.8691, 76.603, 20.8691, 37000, 2225, 4.2, 14.3, 1.454, 1.437, 0, 1.303, 1.303, 
10, 5, 1, QUAL, 19, 2301.7, 20.9, 2322.5, 0, 0, 6.937, 0, 1.8, 1, 1.8, 1.8, 1.8, 0.56, 0.1, 0.94, 1, 0.78, 380, 12.844, 3.211, 5.907, 3.211, 37000, 2322, 2.1, 19.2, 1.662, 0.134, 0.067, 0.134, 0.201, 
10, 6, 1, QUAL, 20, 2307.6, 24.1, 2331.6, 0, 0, 6.926, 0, 1.8, 1, 1.8, 1.8, 1.8, 0.56, 0.01, 0.99, 1, 0.78, 380, 1.325, 0.3312, -5.601, 0.3312, 37000, 2331, 1.4, 23, 1.785, 0, 0.021, 0, 0.021, 
20, 7, 1, QUAL, 20, 2302, 24.4, 2326.4, 0, 0, 6.992, 0, 1.8, 1, 1.8, 1.8, 1.8, 0.56, 0.26, 1, 1, 0.78, 380, 34.306, 8.5764, 27.314, 8.5764, 37000, 2326, 4.5, 25.4, 1.957, 0, 0.536, 0, 0.536, 
20, 8, 1, QUAL, 20, 2329.3, 33, 2362.3, 0, 0, 7.016, 0, 1.8, 1, 1.8, 1.8, 1.8, 0.56, 0.08, 1, 1, 0.78, 380, 10.94, 2.735, 3.924, 2.735, 37000, 2362, 2.7, 24.2, 1.648, 0, 0.171, 0, 0.171, 
20, 9, 1, QUAL, 20, 2333.2, 35.7, 2368.9, 0, 0, 7.241, 0, 1.8, 1, 1.8, 1.8, 1.8, 0.56, 0.72, 0.97, 1, 0.78, 380, 94.212, 23.553, 86.971, 23.553, 37000, 2368, 5.3, 21.3, 1.692, 0, 1.471, 0, 1.471, 
20, 10, 1, QUAL, 20, 2420.2, 59.3, 2479.4, 0, 0, 7.381, 59.27586, 1.8, 1, 1.8, 1.8, 1.8, 0.57, 1, 0.88, 0.38, 0.78, 380, 44.799, 11.1997, 37.417, -48.0762, 37000, 2479, 7.1, 15.9, 0.699, 0, 0.699, 0, 0.699, 
20, 11, 1, QUAL, 20, 2457.6, 11.2, 2468.8, 0, 0, 7.644, 11.19968, 1.8, 0.99, 1.8, 1.8, 1.8, 0.57, 1, 0.75, 1, 0.78, 380, 100.833, 25.2083, 93.189, 14.0086, 37000, 2468, 6.6, 9.9, 0.479, 1.111, 0, 0, 1.574, 
20, 12, 1, QUAL, 20, 2550.8, 25.2, 2576, 0, 0, 7.652, 25.20827, 1.9, 1, 0, 0, 0, 0, 1, 0.56, 1, 1, 380, 0, 0, -7.652, -25.2083, 37000, 2575, 4.1, 1.4, 0.383, 1.32, 0, 0, 0, 
20, 1, 1, QUAL, 20, 2543.1, 0, 2543.1, 0, 0, 7.629, 0, 1.9, 0, 0, 0, 0, 0, 1, 0.68, 1, 1, 380, 0, 0, -7.63, 0, 37000, 2543, 8.3, 6.9, 0.688, 1.793, 0, 0, 0, 
20, 2, 1, QUAL, 20, 2535.5, 0, 2535.5, 0, 0, 7.606, 0, 1.9, 0, 0, 0, 0, 0, 1, 0.66, 1, 1, 380, 0, 0, -7.607, 0, 37000, 2535, 8.8, 6.1, 0.959, 1.793, 0, 0, 0, 
20, 3, 1, QUAL, 20, 2527.9, 0, 2527.9, 0, 0, 7.584, 0, 1.9, 0, 0, 0, 0, 0, 1, 0.76, 1, 1, 380, 0, 0, -7.584, 0, 37000, 2527, 15.1, 10.8, 1.209, 1.793, 0, 0, 0, 
20, 4, 1, QUAL, 20, 2520.3, 0, 2520.3, 0, 0, 7.793, 0, 1.9, 0, 1, 1, 1, 0.37, 1, 0.85, 1, 0.87, 380, 84.209, 21.0522, 76.416, 21.0522, 37000, 2520, 6.6, 14.6, 1.434, 1.793, 0, 1.315, 1.315, 
20, 5, 1, QUAL, 20, 2596.7, 21.1, 2617.8, 0, 0, 8.153, 0, 1.9, 1, 1.9, 1.9, 1.9, 0.59, 1, 0.92, 1, 0.77, 380, 126.104, 31.526, 117.951, 31.526, 37000, 2617, 6.9, 17.9, 1.656, 0.478, 1.49, 0.478, 1.969, 
20, 6, 1, QUAL, 21, 2714.7, 52.6, 2767.3, 0, 0, 8.274, 0, 1.9, 1, 1.9, 1.9, 1.9, 0.6, 0.64, 1, 0.48, 0.76, 380, 42.179, 10.5446, 33.905, 10.5446, 37000, 2767, 7.1, 24.4, 0.658, 0, 0.658, 0, 0.658, 
20, 7, 1, QUAL, 21, 2748.6, 63.1, 2811.7, 0, 0, 8.25, 0, 2, 1, 2, 2, 2, 0.6, 0.01, 1, 1, 0.76, 380, 1.385, 0.3462, -6.865, 0.3462, 37000, 2811, 2.2, 26.3, 0.511, 0, 0.022, 0, 0.022, 
20, 8, 1, QUAL, 21, 2741.7, 63.5, 2805.2, 0, 0, 8.229, 0, 2, 1, 2, 2, 2, 0.6, 0.01, 1, 1, 0.76, 380, 1.39, 0.3475, -6.839, 0.3475, 37000, 2805, 2.2, 25.3, 0.735, 0, 0.022, 0, 0.022, 
20, 9, 1, QUAL, 21, 2734.9, 63.8, 2798.7, 0, 0, 8.209, 0, 2, 1, 2, 2, 2, 0.6, 0.01, 0.98, 1, 0.76, 380, 1.36, 0.3401, -6.849, 0.3401, 37000, 2798, 0.2, 21.8, 0.946, 0, 0.021, 0, 0.021, 
20, 10, 1, QUAL, 21, 2728, 64.2, 2792.2, 0, 0, 8.415, 64.15676, 2, 1, 2, 2, 2, 0.6, 1, 0.89, 0.6, 0.76, 380, 74.275, 18.5688, 65.86, -45.588, 37000, 2792, 18.5, 16.5, 1.159, 0, 1.159, 0, 1.159, 
20, 11, 1, QUAL, 21, 2793.9, 18.6, 2812.5, 0, 0, 8.708, 18.56875, 2, 1, 2, 2, 2, 0.61, 1, 0.78, 0.95, 0.76, 380, 103.95, 25.9874, 95.242, 7.4186, 37000, 2812, 4.5, 11.5, 0.421, 1.202, 0, 0, 1.623, 
20, 12, 1, QUAL, 21, 2889.1, 26, 2915.1, 0, 0, 8.667, 25.98739, 2, 1, 0, 0, 0, 0, 1, 0.72, 1, 1, 380, 0, 0, -8.668, -25.9874, 37000, 2915, 7.6, 8.7, 0.43, 1.55, 0, 0, 0, 
20, 1, 1, QUAL, 21, 2880.5, 0, 2880.5, 0, 0, 8.641, 0, 2, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -8.642, 0, 37000, 2880, 9.5, 8.1, 0.744, 2.037, 0, 0, 0, 
20, 2, 1, QUAL, 21, 2871.8, 0, 2871.8, 0, 0, 8.615, 0, 2, 0, 0, 0, 0, 0, 1, 0.74, 1, 1, 380, 0, 0, -8.616, 0, 37000, 2871, 11, 9.7, 1.012, 2.037, 0, 0, 0, 
20, 3, 1, QUAL, 21, 2863.2, 0, 2863.2, 0, 0, 8.59, 0, 2, 0, 0, 0, 0, 0, 1, 0.8, 1, 1, 380, 0, 0, -8.59, 0, 37000, 2863, 8.5, 12.4, 1.271, 2.037, 0, 0, 0, 
20, 4, 1, QUAL, 21, 2854.6, 0, 2854.6, 0, 0, 8.836, 0, 2, 0, 1, 1, 1, 0.37, 1, 0.86, 1, 0.87, 380, 85.215, 21.3038, 76.379, 21.3038, 37000, 2854, 4.4, 15.1, 1.521, 2.037, 0, 1.33, 1.33, 
20, 5, 1, QUAL, 21, 2931, 21.3, 2952.3, 0, 0, 9.237, 0, 2, 1, 2, 2, 2, 0.62, 1, 0.95, 1, 0.75, 380, 133.393, 33.3483, 124.157, 33.3483, 37000, 2952, 8.6, 19.6, 1.738, 0.707, 1.376, 0.707, 2.082, 
20, 6, 1, QUAL, 22, 3055.1, 54.7, 3109.8, 0, 0, 9.17, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.01, 1, 1, 0.75, 380, 1.416, 0.3541, -7.754, 0.3541, 37000, 3109, 1.6, 24.1, 0.828, 0, 0.022, 0, 0.022, 
20, 7, 1, QUAL, 22, 3047.4, 55, 3102.4, 0, 0, 9.189, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.62, 0.09, 0.99, 1, 0.75, 380, 13.369, 3.3423, 4.179, 3.3423, 37000, 3102, 3.4, 26.6, 1.04, 0.492, 0.209, 0, 0.209, 
20, 8, 1, QUAL, 22, 3051.6, 58.3, 3109.9, 0, 0, 9.21, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.11, 1, 1, 0.75, 380, 15.515, 3.8788, 6.305, 3.8788, 37000, 3109, 3, 24.8, 1.097, 0.492, 0.242, 0, 0.242, 
20, 9, 1, QUAL, 22, 3057.9, 62.2, 3120.1, 0, 0, 9.179, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.01, 0.97, 1, 0.75, 380, 1.38, 0.345, -7.799, 0.345, 37000, 3120, 1.3, 21.3, 1.109, 0.492, 0.022, 0, 0.022, 
20, 10, 1, QUAL, 22, 3050.1, 62.6, 3112.7, 0, 0, 9.155, 62.57239, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.01, 0.87, 1, 0.75, 380, 1.238, 0.3094, -7.917, -62.2629, 37000, 3112, 0.2, 15.7, 1.296, 0.492, 0.019, 0, 0.019, 
20, 11, 1, QUAL, 22, 3042.2, 0.3, 3042.5, 0, 0, 9.377, 0.30944, 2.1, 0.12, 1, 1, 1, 0.37, 1, 0.73, 1, 0.87, 380, 72.565, 18.1412, 63.188, 17.8317, 37000, 3042, 1.7, 9.3, 1.468, 1.664, 1.133, 0, 1.133, 
20, 12, 1, QUAL, 22, 3105.4, 18.1, 3123.5, 0, 0, 9.316, 18.14118, 2.1, 1, 0, 0, 0, 0, 1, 0.69, 1, 1, 380, 0, 0, -9.316, -18.1412, 37000, 3123, 6.4, 7.4, 0.73, 1.67, 0, 0, 0, 
20, 1, 1, QUAL, 22, 3096, 0, 3096, 0, 0, 9.288, 0, 2.1, 0, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -9.288, 0, 37000, 3096, 7.2, 5.2, 1.024, 2.01, 0, 0, 0, 
20, 2, 1, QUAL, 22, 3086.7, 0, 3086.7, 0, 0, 9.26, 0, 2.1, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -9.26, 0, 37000, 3086, 8.3, 7.9, 1.263, 2.01, 0, 0, 0, 
20, 3, 1, QUAL, 22, 3077.5, 0, 3077.5, 0, 0, 9.232, 0, 2.1, 0, 0, 0, 0, 0, 1, 0.78, 1, 1, 380, 0, 0, -9.233, 0, 37000, 3077, 13.5, 11.7, 1.516, 2.01, 0, 0, 0, 
20, 4, 1, QUAL, 22, 3068.3, 0, 3068.3, 0, 0, 9.514, 0, 2.1, 0, 1, 1, 1, 0.37, 1, 0.89, 1, 0.87, 380, 88.679, 22.1697, 79.165, 22.1697, 37000, 3068, 6.8, 16.8, 1.715, 2.01, 0, 1.384, 1.384, 
20, 5, 1, QUAL, 22, 3147.4, 22.2, 3169.6, 0, 0, 9.53, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.17, 0.98, 1, 0.74, 380, 24.201, 6.0502, 14.67, 6.0502, 37000, 3169, 3, 22.2, 1.852, 0.625, 0, 0.378, 0.378, 
20, 6, 1, QUAL, 23, 3162.1, 28.2, 3190.3, 0, 0, 9.491, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.01, 1, 1, 0.74, 380, 1.423, 0.3559, -8.068, 0.3559, 37000, 3190, 1.9, 23.9, 2.023, 0.248, 0, 0.022, 0.022, 
20, 7, 1, QUAL, 23, 3154, 28.6, 3182.6, 0, 0, 9.467, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.01, 0.99, 1, 0.74, 380, 1.418, 0.3544, -8.05, 0.3544, 37000, 3182, 1.8, 26.5, 2.191, 0, 0.022, 0, 0.022, 
20, 8, 1, QUAL, 23, 3146, 28.9, 3174.9, 0, 0, 9.528, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.17, 0.99, 1, 0.74, 380, 24.696, 6.1741, 15.169, 6.1741, 37000, 3174, 3.1, 23.1, 2.342, 0, 0.386, 0, 0.386, 
20, 9, 1, QUAL, 23, 3161.1, 35.1, 3196.2, 0, 0, 9.511, 0, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 0.05, 0.97, 1, 0.74, 380, 7.429, 1.8571, -2.082, 1.8571, 37000, 3196, 1.8, 21.1, 2.118, 0, 0.116, 0, 0.116, 
20, 10, 1, QUAL, 23, 3159.1, 37, 3196, 0, 0, 9.916, 36.96136, 2.1, 1, 2.1, 2.1, 2.1, 0.63, 1, 0.84, 1, 0.74, 380, 119.774, 29.9434, 109.857, -7.018, 37000, 3196, 6.6, 14.1, 2.178, 0, 1.87, 0, 1.87, 
20, 11, 1, QUAL, 23, 3268.9, 29.9, 3298.9, 0, 0, 10.166, 29.94338, 2.2, 1, 2.2, 2.2, 2.2, 0.64, 1, 0.75, 0.88, 0.74, 380, 94.298, 23.5744, 84.132, -6.369, 37000, 3298, 12.9, 10.1, 0.78, 0.693, 0, 0, 1.472, 
20, 12, 1, QUAL, 23, 3353, 23.6, 3376.6, 0, 0, 10.059, 23.57443, 2.2, 1, 0, 0, 0, 0, 1, 0.64, 1, 1, 380, 0, 0, -10.059, -23.5744, 37000, 3376, 5, 5.3, 0.35, 1.254, 0, 0, 0, 
20, 1, 1, QUAL, 23, 3343, 0, 3343, 0, 0, 10.029, 0, 2.2, 0, 0, 0, 0, 0, 1, 0.66, 1, 1, 380, 0, 0, -10.029, 0, 37000, 3342, 7.4, 5.9, 0.649, 1.695, 0, 0, 0, 
20, 2, 1, QUAL, 23, 3333, 0, 3333, 0, 0, 9.999, 0, 2.2, 0, 0, 0, 0, 0, 1, 0.7, 1, 1, 380, 0, 0, -9.999, 0, 37000, 3332, 10.1, 7.8, 0.921, 1.695, 0, 0, 0, 
20, 3, 1, QUAL, 23, 3323, 0, 3323, 0, 0, 9.969, 0, 2.2, 0, 0, 0, 0, 0, 1, 0.75, 1, 1, 380, 0, 0, -9.969, 0, 37000, 3322, 7.5, 10, 1.185, 1.695, 0, 0, 0, 
20, 4, 1, QUAL, 23, 3313, 0, 3313, 0, 0, 10.262, 0, 2.2, 0, 1, 1, 1, 0.37, 1, 0.85, 1, 0.87, 380, 84.283, 21.0707, 74.021, 21.0707, 37000, 3312, 6.2, 14.7, 1.469, 1.695, 0, 1.316, 1.316, 
20, 5, 1, QUAL, 23, 3387, 21.1, 3408.1, 0, 0, 10.501, 0, 2.2, 1, 2.2, 2.2, 2.2, 0.65, 0.65, 0.91, 1, 0.73, 380, 85.616, 21.4041, 75.115, 21.4041, 37000, 3408, 4.3, 17.5, 1.701, 0.38, 0.957, 0.38, 1.337, 
20, 6, 1, QUAL, 24, 3462.1, 42.5, 3504.6, 0, 0, 10.63, 0, 2.2, 1, 2.2, 2.2, 2.2, 0.65, 0.42, 0.98, 1, 0.73, 380, 59.182, 14.7956, 48.553, 14.7956, 37000, 3504, 4.6, 22.1, 1.133, 0, 0.924, 0, 0.924, 
20, 7, 1, QUAL, 24, 3510.7, 57.3, 3567.9, 0, 0, 10.538, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.65, 0.01, 0.98, 1, 0.73, 380, 1.418, 0.3544, -9.121, 0.3544, 37000, 3567, 1.8, 27.7, 0.617, 0, 0.022, 0, 0.022, 
20, 8, 1, QUAL, 24, 3501.6, 57.6, 3559.2, 0, 0, 10.511, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.65, 0.01, 1, 1, 0.73, 380, 1.448, 0.362, -9.063, 0.3619, 37000, 3559, 1.4, 25.6, 0.832, 0, 0.023, 0, 0.023, 
20, 9, 1, QUAL, 24, 3492.5, 58, 3550.5, 0, 0, 10.483, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.65, 0.01, 0.98, 1, 0.73, 380, 1.423, 0.3557, -9.061, 0.3557, 37000, 3550, 1.5, 22.1, 1.035, 0, 0.022, 0, 0.022, 
20, 10, 1, QUAL, 24, 3483.4, 58.3, 3541.8, 0, 0, 10.617, 58.34236, 2.3, 1, 2.3, 2.3, 2.3, 0.65, 0.32, 0.85, 1, 0.73, 380, 40.143, 10.0356, 29.525, -48.3067, 37000, 3541, 1.6, 14.8, 1.237, 0, 0.627, 0, 0.627, 
20, 11, 1, QUAL, 24, 3513, 10, 3523, 0, 0, 10.983, 10.03563, 2.3, 0.99, 2.2, 2.2, 2.2, 0.65, 1, 0.74, 1, 0.73, 380, 107.491, 26.8727, 96.507, 16.8371, 37000, 3522, 4.9, 9.9, 0.908, 1.093, 0, 0, 1.678, 
20, 12, 1, QUAL, 24, 3609.5, 26.9, 3636.3, 0, 0, 10.828, 26.8727, 2.3, 1, 0, 0, 0, 0, 1, 0.62, 1, 1, 380, 0, 0, -10.829, -26.8727, 37000, 3636, 5.4, 4.2, 0.432, 1.281, 0, 0, 0, 
20, 1, 1, QUAL, 24, 3598.6, 0, 3598.6, 0, 0, 10.796, 0, 2.3, 0, 0, 0, 0, 0, 1, 0.66, 1, 1, 380, 0, 0, -10.796, 0, 37000, 3598, 15.7, 5.9, 0.722, 1.785, 0, 0, 0, 
20, 2, 1, QUAL, 24, 3587.8, 0, 3587.8, 0, 0, 10.764, 0, 2.3, 0, 0, 0, 0, 0, 1, 0.63, 1, 1, 380, 0, 0, -10.764, 0, 37000, 3587, 5.5, 4.5, 0.968, 1.785, 0, 0, 0, 
20, 3, 1, QUAL, 24, 3577.1, 0, 3577.1, 0, 0, 10.731, 0, 2.3, 0, 0, 0, 0, 0, 1, 0.72, 1, 1, 380, 0, 0, -10.731, 0, 37000, 3577, 19.4, 8.6, 1.245, 1.785, 0, 0, 0, 
20, 4, 1, QUAL, 24, 3566.3, 0, 3566.3, 0, 0, 11.044, 0, 2.3, 0, 1, 1, 1, 0.37, 1, 0.83, 1, 0.87, 380, 82.021, 20.5051, 70.977, 20.5051, 37000, 3566, 7.9, 13.6, 1.45, 1.785, 0, 1.28, 1.28, 
20, 5, 1, QUAL, 24, 3637.3, 20.5, 3657.8, 0, 0, 11.072, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.66, 0.26, 0.96, 1, 0.72, 380, 37.007, 9.2518, 25.935, 9.2518, 37000, 3657, 3.1, 20.4, 1.677, 0.504, 0.073, 0.504, 0.578, 
20, 6, 1, QUAL, 25, 3663.3, 29.8, 3693, 0, 0, 10.996, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.66, 0.01, 1, 1, 0.72, 380, 1.456, 0.364, -9.54, 0.364, 37000, 3693, 0.8, 24.4, 1.807, 0, 0.023, 0, 0.023, 
20, 7, 1, QUAL, 25, 3653.7, 30.1, 3683.8, 0, 0, 11.066, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.66, 0.17, 1, 1, 0.72, 380, 23.999, 5.9996, 12.932, 5.9996, 37000, 3683, 3.9, 25.8, 1.984, 0, 0.375, 0, 0.375, 
20, 8, 1, QUAL, 25, 3666.6, 36.1, 3702.8, 0, 0, 11.147, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.66, 0.23, 1, 1, 0.72, 380, 33.392, 8.3481, 22.245, 8.3481, 37000, 3702, 3.7, 23.9, 1.826, 0, 0.521, 0, 0.521, 
20, 9, 1, QUAL, 25, 3688.9, 44.5, 3733.4, 0, 0, 11.083, 0, 2.3, 1, 2.3, 2.3, 2.3, 0.66, 0.03, 0.95, 1, 0.72, 380, 3.675, 0.9187, -7.408, 0.9187, 37000, 3733, 1.5, 20, 1.558, 0, 0.057, 0, 0.057, 
20, 10, 1, QUAL, 25, 3681.5, 45.4, 3726.9, 0, 0, 11.42, 45.38737, 2.3, 1, 2.3, 2.3, 2.3, 0.66, 0.68, 0.85, 1, 0.72, 380, 84.637, 21.1593, 73.217, -24.2281, 37000, 3726, 2.6, 14.7, 1.706, 0, 1.321, 0, 1.321, 
